ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type,profit_margin,free_cash_flow,roe,revenue_growth,current_ratio
WDAY,"Workday, Inc.",Information Technology,S&P 500,43291979776,175.29,689899370.4,NMS,EQUITY,0.08595,3118749952,0.10858,0.135,1.009
AA,Alcoa,Materials,S&P 400 (MidCap),13517442048,51.22,282484446.4,NYQ,EQUITY,0.09388,960750016,0.18226999,0.314,1.535
AEIS,Advanced Energy,Information Technology,S&P 400 (MidCap),13509814272,337.32,278093354.4,NMS,EQUITY,0.10767,34187500,0.16267,0.3,3.79
AFG,American Financial Group,Financials,S&P 400 (MidCap),12004540416,144.77,56539923.50000001,NYQ,EQUITY,0.11828,142250000,0.20413,0.058,2.085
AIT,Applied Industrial Technologies,Industrials,S&P 400 (MidCap),13020476416,352.29,79998013.2,NYQ,EQUITY,0.083459996,421732864,0.22368999,0.104,2.578
ALSN,Allison Transmission,Industrials,S&P 400 (MidCap),10206645248,123.6,111519336.0,NYQ,EQUITY,0.120170005,214000000,0.28349,0.924,1.807
ALV,Autoliv,Consumer Discretionary,S&P 400 (MidCap),8848520192,120.82,65244008.2,NYQ,EQUITY,0.05804,742124992,0.25858,0.033,1.029
AMG,Affiliated Managers Group,Financials,S&P 400 (MidCap),9571738624,362.4,89567160.0,NYQ,EQUITY,0.37719002,277175008,0.24257,0.299,101.314
ANF,Abercrombie & Fitch,Consumer Discretionary,S&P 400 (MidCap),4986571264,112.23,109456796.7,NYQ,EQUITY,0.093439996,283367872,0.39224,0.015,1.448
APG,APi Group,Industrials,S&P 400 (MidCap),18820579328,43.55,129859132.0,NYQ,EQUITY,0.040999997,648625024,0.10348,0.133,1.389
APPF,AppFolio,Information Technology,S&P 400 (MidCap),6969001472,196.77,89056134.30000001,NGM,EQUITY,0.15134,198919872,0.3209,0.193,3.831
ARMK,Aramark,Consumer Discretionary,S&P 400 (MidCap),15909771264,60.35,176659537.5,NYQ,EQUITY,0.01929,374142496,0.11694,0.093,1.285
ARW,Arrow Electronics,Information Technology,S&P 400 (MidCap),10705411072,210.3,146019702.0,NYQ,EQUITY,0.02259,732857856,0.12036,0.318,1.217
ATI,ATI Inc.,Industrials,S&P 400 (MidCap),31377739776,230.43,402591165.9,NYQ,EQUITY,0.10090999,346687488,0.25357,0.106,2.327
ATR,AptarGroup,Materials,S&P 400 (MidCap),8465826816,133.15,72693242.5,NYQ,EQUITY,0.09217,265978880,0.13459,0.063,1.614
AXTA,Axalta,Materials,S&P 400 (MidCap),7978665472,37.28,59527212.8,NYQ,EQUITY,0.06777,539500032,0.14344,0.031,1.533
AYI,Acuity Brands,Industrials,S&P 400 (MidCap),10786675712,360.33,108574635.6,NYQ,EQUITY,0.10253,467275008,0.17378001,0.016,2.053
BCO,Brink's,Industrials,S&P 400 (MidCap),4693970432,113.96,61448371.6,NYQ,EQUITY,0.033,391237504,0.46236,0.071,1.62
BDC,Belden Inc.,Information Technology,S&P 400 (MidCap),5393963008,138.03,73311873.9,NYQ,EQUITY,0.08522,108234624,0.18643999,0.116,2.135
BROS,Dutch Bros Inc.,Consumer Discretionary,S&P 400 (MidCap),10823247872,51.02,266067769.4,NYQ,EQUITY,0.04907,1719625,0.14562,0.325,1.35
BTSG,BrightSpring Health Services,Health Care,S&P 400 (MidCap),11808537600,59.68,232974606.4,NMS,EQUITY,0.02547,1028438976,0.13036,0.23,1.588
BURL,Burlington Stores,Consumer Discretionary,S&P 400 (MidCap),22218670080,353.63,238233458.4,NYQ,EQUITY,0.052389998,210811744,0.39141,0.141,1.164
BWXT,BWX Technologies,Industrials,S&P 400 (MidCap),15810289664,172.56,157733644.8,NYQ,EQUITY,0.10108,145624256,0.28289,0.18,2.397
CACI,CACI International,Industrials,S&P 400 (MidCap),15029455872,680.08,241659627.2,NYQ,EQUITY,0.055999998,610367104,0.12824,0.176,1.484
CART,Maplebear Inc.,Consumer Staples,S&P 400 (MidCap),11216178176,48.45,237425833.5,NMS,EQUITY,0.120459996,917875008,0.16001,0.141,2.279
CBT,Cabot Corp,Materials,S&P 400 (MidCap),4454928384,86.3,53834803.0,NYQ,EQUITY,0.05228,258250000,0.13345,0.064,1.467
CCK,Crown Holdings,Materials,S&P 400 (MidCap),13128481792,120.71,97269325.1,NYQ,EQUITY,0.05914,853875008,0.27367002,0.165,1.049
CDE,Coeur Mining,Materials,S&P 400 (MidCap),19325175808,18.8,770305184.0,NYQ,EQUITY,0.26817,802993600,0.12848,1.259,3.654
CDP,COPT Defense Properties,Real Estate,S&P 400 (MidCap),4283927808,36.98,29354724.0,NYQ,EQUITY,0.20839001,257286368,0.10825,0.039,2.594
CGNX,Cognex,Information Technology,S&P 400 (MidCap),10206140416,60.67,170897076.1,NMS,EQUITY,0.16051,195671376,0.111490004,0.169,3.934
CHRD,Chord Energy,Energy,S&P 400 (MidCap),7525333504,137.58,117981729.0,NMS,EQUITY,0.14236,961228032,0.10312,0.841,1.221
CLH,Clean Harbors,Industrials,S&P 400 (MidCap),16715081728,316.65,135143053.5,NYQ,EQUITY,0.07032,383758016,0.15562001,0.119,2.131
CMC,Commercial Metals,Materials,S&P 400 (MidCap),8002564096,72.34,78114178.8,NYQ,EQUITY,0.06724,134061248,0.13791999,0.229,2.326
CNO,CNO Financial Group,Financials,S&P 400 (MidCap),5022059520,54.28,39471873.2,NYQ,EQUITY,0.060170002,996099968,0.10934,0.116,1.92
COKE,Coca-Cola Consolidated,Consumer Staples,S&P 400 (MidCap),12565342208,188.77,103043879.9,NMS,EQUITY,0.0715,443481760,0.97331,0.083,1.211
COLM,Columbia Sportswear,Consumer Discretionary,S&P 400 (MidCap),2882176768,56.3,48648830.0,NMS,EQUITY,0.06047,255117376,0.12658,0.015,2.493
CR,Crane,Industrials,S&P 400 (MidCap),12885433344,222.93,87970407.3,NYQ,EQUITY,0.1297,363750016,0.16521999,0.256,2.804
CROX,Crocs,Consumer Discretionary,S&P 400 (MidCap),6262106624,130.61,160497486.3,NMS,EQUITY,0.14635,533888736,0.42299998,0.026,1.49
CRS,Carpenter Technology,Industrials,S&P 400 (MidCap),26265802752,528.64,388481676.8,NYQ,EQUITY,0.16958,238787504,0.25752002,0.126,3.81
CRUS,Cirrus Logic,Information Technology,S&P 400 (MidCap),6108829184,121.89,111387957.6,NMS,EQUITY,0.21004999,450997248,0.20903999,0.129,7.583
CSL,Carlisle Companies,Industrials,S&P 400 (MidCap),15195023360,382.61,161266288.9,NYQ,EQUITY,0.14214,669737472,0.39183,0.083,2.6
CVLT,CommVault Systems,Information Technology,S&P 400 (MidCap),5874352640,141.74,91895711.6,NMS,EQUITY,0.05618,303740256,0.32773998,0.114,2.043
CW,Curtiss-Wright,Industrials,S&P 400 (MidCap),26729826304,723.71,202732882.3,NYQ,EQUITY,0.14811,553040256,0.19746,0.054,1.602
CXT,Crane NXT,Information Technology,S&P 400 (MidCap),2992036608,51.98,34045860.4,NYQ,EQUITY,0.07782,239787504,0.11484,0.22,1.415
DAR,Darling Ingredients,Consumer Staples,S&P 400 (MidCap),10009439232,63.43,148917148.2,NYQ,EQUITY,0.091309994,219643008,0.12126,0.164,1.565
DCI,Donaldson Company,Industrials,S&P 400 (MidCap),11158757376,96.27,61581993.6,NYQ,EQUITY,0.11525,302387488,0.27777,0.058,2.353
DINO,HF Sinclair,Energy,S&P 400 (MidCap),15632534528,87.93,259296777.00000003,NYQ,EQUITY,0.06132,2035624960,0.19504999,0.532,1.971
DOCS,Doximity,Health Care,S&P 400 (MidCap),4454367232,24.99,311892443.1,NYQ,EQUITY,0.25481,239703872,0.17206,0.073,6.078
DUOL,Duolingo,Consumer Discretionary,S&P 400 (MidCap),6298835456,134.63,204741265.1,NMS,EQUITY,0.35875,300198016,0.3442,0.183,2.719
DY,Dycom Industries,Industrials,S&P 400 (MidCap),12312729600,410.17,177008863.5,NYQ,EQUITY,0.04981,288279744,0.19699,0.561,2.584
EEFT,Euronet Worldwide,Financials,S&P 400 (MidCap),2710566144,71.19,59722714.8,NMS,EQUITY,0.06593,311637504,0.22371,0.032,1.371
EHC,Encompass Health,Health Care,S&P 400 (MidCap),12314902528,124.83,142175128.5,NYQ,EQUITY,0.10005999,229924992,0.24968,0.096,1.192
ENS,EnerSys,Industrials,S&P 400 (MidCap),6807088128,186.72,82143729.6,NYQ,EQUITY,0.09292,633937472,0.18363,0.048,2.795
ENSG,Ensign Group,Health Care,S&P 400 (MidCap),10585254912,181.62,61492899.6,NMS,EQUITY,0.06902,280635360,0.16973,0.173,1.211
EPR,EPR Properties,Real Estate,S&P 400 (MidCap),4704553984,61.41,52609332.9,NYQ,EQUITY,0.35626,337729984,0.113170005,0.106,1.666
ESNT,Essent Group Ltd.,Financials,S&P 400 (MidCap),6136733184,68.28,39678190.8,NYQ,EQUITY,0.51452,690249472,0.12009,0.136,1.791
EXEL,Exelixis,Health Care,S&P 400 (MidCap),12483241984,50.38,171460269.20000002,NMS,EQUITY,0.35331002,739715136,0.44393003,0.106,3.456
EXLS,EXL Service,Industrials,S&P 400 (MidCap),5245038080,34.33,90917855.5,NMS,EQUITY,0.11174,262332752,0.25944,0.156,1.244
EXP,Eagle Materials,Materials,S&P 400 (MidCap),6471879680,210.98,93689888.6,NYQ,EQUITY,0.17316,25278250,0.2703,0.026,3.231
EXPO,"Exponent, Inc.",Industrials,S&P 400 (MidCap),3216017152,67.64,35803204.8,NMS,EQUITY,0.19708,76945872,0.31204,0.12,1.977
FCFS,FirstCash,Financials,S&P 400 (MidCap),9280047104,213.965,82641841.6,NMS,EQUITY,0.0942,219812256,0.17398001,0.294,4.887
FCN,FTI Consulting,Industrials,S&P 400 (MidCap),4215735296,152.68,78066810.8,NYQ,EQUITY,0.06443,289741120,0.15634,0.053,2.028
FHI,Federated Hermes,Financials,S&P 400 (MidCap),4703597568,63.0,38590020.0,NYQ,EQUITY,0.21295999,371463872,0.31137,0.183,2.592
FIVE,Five Below,Consumer Discretionary,S&P 400 (MidCap),13168312320,238.145,207802945.55,NMS,EQUITY,0.086739995,427309888,0.21127,0.325,2.098
FR,First Industrial Realty Trust,Real Estate,S&P 400 (MidCap),8678622208,63.34,55768969.8,NYQ,EQUITY,0.47917998,290640736,0.1363,0.084,1.498
FTI,TechnipFMC,Energy,S&P 400 (MidCap),29518211072,75.27,283963602.0,NYQ,EQUITY,0.11282,1463362560,0.35814,0.09,1.08
G,Genpact,Industrials,S&P 400 (MidCap),5704768000,33.95,80393260.5,NYQ,EQUITY,0.11098,479428736,0.22447,0.071,1.996
GAP,Gap Inc.,Consumer Discretionary,S&P 400 (MidCap),7289573376,20.25,107033805.0,NYQ,EQUITY,0.062470004,928499968,0.2758,0.01,1.806
GGG,Graco Inc.,Industrials,S&P 400 (MidCap),13359570944,82.49,108722644.9,NYQ,EQUITY,0.23533002,536623264,0.21240999,0.033,2.992
GHC,Graham Holdings,Consumer Discretionary,S&P 400 (MidCap),5028468736,1187.38,30385054.200000003,NYQ,EQUITY,0.10691,267685120,0.118710004,0.071,1.86
GLPI,Gaming and Leisure Properties,Real Estate,S&P 400 (MidCap),12908470272,43.1,101710828.0,NMS,EQUITY,0.58529,506751744,0.19354999,0.09,24.29
GMED,Globus Medical,Health Care,S&P 400 (MidCap),11502218240,85.67,145704965.9,NYQ,EQUITY,0.17025,554194880,0.118140005,0.059,4.622
GWRE,Guidewire Software,Information Technology,S&P 400 (MidCap),14410012672,173.08,189131439.2,NYQ,EQUITY,0.1125,283154240,0.1193,0.269,2.445
HAE,Haemonetics,Health Care,S&P 400 (MidCap),4155700480,91.34,81179338.4,NYQ,EQUITY,0.07122,312840000,0.111999996,0.056,3.08
HALO,Halozyme,Health Care,S&P 400 (MidCap),11552961536,101.79,302646099.6,NMS,EQUITY,0.24858999,337308640,1.73674,0.477,2.709
HL,Hecla Mining,Materials,S&P 400 (MidCap),12139894784,18.1,651814485.0,NYQ,EQUITY,0.19150999,342344736,0.22173999,0.524,5.197
HLNE,Hamilton Lane,Financials,S&P 400 (MidCap),6922709504,103.29,88904801.7,NMS,EQUITY,0.32141998,231402752,0.32416,0.565,4.111
HQY,HealthEquity,Health Care,S&P 400 (MidCap),8844112896,105.5,65097720.0,NMS,EQUITY,0.17252001,370328512,0.11062,0.072,3.437
HRB,H&R Block,Consumer Discretionary,S&P 400 (MidCap),6867868160,54.18,173306649.6,NYQ,EQUITY,0.18594,624796864,7.13542,0.03,1.133
HXL,Hexcel,Industrials,S&P 400 (MidCap),7737035776,102.31,99830005.6,NYQ,EQUITY,0.077589996,252975008,0.10764,0.08,2.427
IESC,IES Holdings,Industrials,S&P 400 (MidCap),15268632576,766.33,169190337.4,NGM,EQUITY,0.11444,329443360,0.44522998,0.396,1.63
ILMN,"Illumina, Inc.",Health Care,S&P 400 (MidCap),29129410560,192.91,477633585.4,NMS,EQUITY,0.18336001,797625024,0.32339,0.094,1.796
INGR,Ingredion,Consumer Staples,S&P 400 (MidCap),6542887936,103.75,83073662.5,NYQ,EQUITY,0.082049996,457249984,0.13693,0.009,2.798
ITT,ITT Inc.,Industrials,S&P 400 (MidCap),19453016064,216.53,250364977.8,NYQ,EQUITY,0.08896,275087488,0.11569,0.515,1.263
JAZZ,Jazz Pharmaceuticals,Health Care,S&P 400 (MidCap),16160159744,248.945,246923566.6,NMS,EQUITY,0.20445,1429392896,0.22114,0.155,1.779
JLL,Jones Lang LaSalle,Real Estate,S&P 400 (MidCap),16688834560,362.74,124601190.0,NYQ,EQUITY,0.03642,1500125056,0.13520001,0.108,1.126
KBR,"KBR, Inc.",Industrials,S&P 400 (MidCap),4803181056,38.1,69996939.0,NYQ,EQUITY,0.054899998,281500000,0.27531,0.016,1.148
KEX,Kirby Corporation,Industrials,S&P 400 (MidCap),7177103360,135.93,81791799.60000001,NYQ,EQUITY,0.1018,347219136,0.10414,0.078,1.684
KRYS,Krystal Biotech,Health Care,S&P 400 (MidCap),9852268544,332.86,121480585.6,NMS,EQUITY,0.54818,151739744,0.20124,0.241,8.318
LAD,Lithia Motors,Consumer Discretionary,S&P 400 (MidCap),8321708544,378.55,130550538.5,NYQ,EQUITY,0.01883,547649984,0.10719,0.022,1.003
LEA,Lear,Consumer Discretionary,S&P 400 (MidCap),8070858752,121.23,114575685.3,NYQ,EQUITY,0.023459999,858987520,0.12094,0.03,1.314
LECO,Lincoln Electric,Industrials,S&P 400 (MidCap),15641517056,286.97,132666231.0,NMS,EQUITY,0.12353,307077120,0.37736,0.12,1.982
LIVN,LivaNova,Health Care,S&P 400 (MidCap),4450453504,80.78,70856984.8,NMS,EQUITY,0.12813,64685124,0.15404001,0.108,1.45
LNTH,Lantheus Holdings,Health Care,S&P 400 (MidCap),6574885888,100.73,293422460.8,NGM,EQUITY,0.1769,451656000,0.22215,0.027,3.06
LOPE,Grand Canyon Education,Consumer Discretionary,S&P 400 (MidCap),3702798848,142.06,46098470.0,NMS,EQUITY,0.19632,205755248,0.30979002,0.067,2.818
LSTR,Landstar System,Industrials,S&P 400 (MidCap),6307177472,185.85,116438742.0,NMS,EQUITY,0.02636,96691872,0.14977999,0.181,1.825
M,Macy's,Consumer Discretionary,S&P 400 (MidCap),6257673216,23.79,106295385.3,NYQ,EQUITY,0.029360002,748875008,0.14363,0.021,1.475
MAT,Mattel,Consumer Discretionary,S&P 400 (MidCap),4185504768,14.65,60302623.0,NMS,EQUITY,0.07785,425315872,0.20497,0.105,1.902
MKSI,MKS Instruments,Information Technology,S&P 400 (MidCap),20747094016,306.83,549713559.6999999,NMS,EQUITY,0.10099,480375008,0.15845999,0.283,1.144
MLI,Mueller Industries,Industrials,S&P 400 (MidCap),15102265344,68.28,73027508.4,NYQ,EQUITY,0.18247,524939744,0.26325,0.255,4.775
MOG-A,Moog Inc.,Industrials,S&P 400 (MidCap),13581230080,428.82,140777317.8,NYQ,EQUITY,0.087340005,333472640,0.18106002,0.152,2.087
MORN,"Morningstar, Inc.",Financials,S&P 400 (MidCap),7409305600,197.51,73764059.7,NMS,EQUITY,0.16427,497800000,0.3196,0.096,1.056
MSA,MSA Safety,Industrials,S&P 400 (MidCap),7408573952,192.04,73295906.8,NYQ,EQUITY,0.16133,316457248,0.2366,0.062,3.236
MSM,MSC Industrial Direct,Industrials,S&P 400 (MidCap),6670281728,119.44,73412601.6,NYQ,EQUITY,0.05915,195171120,0.16322,0.078,1.548
MTSI,MACOM Technology Solutions,Information Technology,S&P 400 (MidCap),23732264960,310.75,521867335.0,NMS,EQUITY,0.20698999,104351504,0.17184,0.358,2.338
NBIX,Neurocrine Biosciences,Health Care,S&P 400 (MidCap),15907081216,156.49,265012685.2,NMS,EQUITY,0.20910999,638237504,0.22089,0.395,1.872
NEU,NewMarket Corporation,Materials,S&P 400 (MidCap),8593213440,934.41,137694657.6,NYQ,EQUITY,0.15802,435517888,0.25123,0.07,2.252
NVT,nVent Electric plc,Industrials,S&P 400 (MidCap),27703605248,171.16,416945760.0,NYQ,EQUITY,0.12377,468175008,0.15748,0.528,1.8
NXT,Nextpower,Industrials,S&P 400 (MidCap),15927687168,103.67,329887270.3,NMS,EQUITY,0.16364,324051264,0.27224,0.082,2.689
NYT,New York Times Company,Communication Services,S&P 400 (MidCap),10314085376,63.95,200538247.0,NYQ,EQUITY,0.13313,459932128,0.19724001,0.113,1.58
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,S&P 400 (MidCap),4730469888,78.25,97013567.5,NGM,EQUITY,0.09132,135756496,0.13781,0.142,2.32
OPCH,Option Care Health,Health Care,S&P 400 (MidCap),3570880256,23.84,68831801.6,NMS,EQUITY,0.03681,256067872,0.15999,0.019,1.465
OSK,Oshkosh,Industrials,S&P 400 (MidCap),9705605120,155.66,127376578.0,NYQ,EQUITY,0.05243,734037504,0.12387,0.067,1.718
PATH,UiPath,Information Technology,S&P 400 (MidCap),7906515456,15.26,955145069.2,NYQ,EQUITY,0.19578,511553632,0.18181999,0.173,2.307
PBF,PBF Energy,Energy,S&P 400 (MidCap),8337881600,70.34,269560465.0,NYQ,EQUITY,0.03937,78462496,0.23228,0.562,1.33
PCTY,Paylocity,Industrials,S&P 400 (MidCap),7728807936,145.67,146529453.0,NMS,EQUITY,0.15228,359865120,0.21972999,0.11,1.089
PEGA,Pegasystems,Information Technology,S&P 400 (MidCap),5154095104,31.35,56542546.5,NMS,EQUITY,0.18662001,507401984,0.54693,0.094,1.059
PEN,"Penumbra, Inc.",Health Care,S&P 400 (MidCap),12863797248,326.58,91292173.2,NYQ,EQUITY,0.106709994,161100128,0.1137,0.149,5.75
PRI,Primerica,Financials,S&P 400 (MidCap),9566831616,310.84,62093398.4,NYQ,EQUITY,0.22839001,1038982144,0.32966,0.087,3.73
QLYS,Qualys,Information Technology,S&P 400 (MidCap),6590862848,187.15,177786885.5,NMS,EQUITY,0.29381,244382624,0.38592,0.11,1.384
RGA,Reinsurance Group of America,Financials,S&P 400 (MidCap),16069433344,246.08,90710009.6,NYQ,EQUITY,0.05807,9836499968,0.11687,0.185,1.166
RLI,RLI Corp.,Financials,S&P 400 (MidCap),5775275008,62.93,46829359.5,NYQ,EQUITY,0.22219,316104256,0.25164,0.152,1.06
RMBS,Rambus,Information Technology,S&P 400 (MidCap),10922915840,101.01,230458355.4,NMS,EQUITY,0.3169,202302368,0.17789,0.204,9.754
ROKU,"Roku, Inc.",Communication Services,S&P 400 (MidCap),22528516096,151.79,472526823.7,NMS,EQUITY,0.06819,836552128,0.13122,0.219,2.866
RPM,RPM International,Materials,S&P 400 (MidCap),14687880192,115.07,100199503.9,NYQ,EQUITY,0.08411,480144864,0.21371001,0.072,1.678
RS,"Reliance, Inc.",Materials,S&P 400 (MidCap),21805246464,427.11,126300698.1,NYQ,EQUITY,0.056550004,345437504,0.12229,0.265,4.297
SAIA,Saia,Industrials,S&P 400 (MidCap),9727177728,364.66,226439273.6,NMS,EQUITY,0.08194,135712256,0.10767,0.171,1.584
SAIC,Science Applications Intl Corp,Industrials,S&P 400 (MidCap),5339984896,126.31,52263288.7,NMS,EQUITY,0.055549998,418124992,0.27664,0.015,1.156
SARO,StandardAero,Industrials,S&P 400 (MidCap),9063882752,27.39,89114186.7,NYQ,EQUITY,0.051220004,369616000,0.12302,0.046,2.135
SEIC,SEI Investments Company,Financials,S&P 400 (MidCap),12666824704,105.54,60970458.0,NMS,EQUITY,0.28847998,377482240,0.27587998,0.147,5.059
SHC,Sotera Health,Health Care,S&P 400 (MidCap),5390729728,18.89,54430023.8,NMS,EQUITY,0.13442001,153967120,0.27781,0.092,2.796
SLGN,Silgan Holdings,Materials,S&P 400 (MidCap),4298087424,40.67,51845709.3,NYQ,EQUITY,0.04045,313311264,0.11748,0.068,1.272
SN,SharkNinja,Consumer Discretionary,S&P 400 (MidCap),26220423168,186.13,410632560.8,NYQ,EQUITY,0.100609995,638667520,0.27528,0.222,2.08
SNX,TD Synnex,Information Technology,S&P 400 (MidCap),20406274048,255.21,146896323.9,NYQ,EQUITY,0.01629,304888992,0.13141,0.31,1.199
SPXC,SPX Technologies,Industrials,S&P 400 (MidCap),10927732736,218.18,110704532.0,NYQ,EQUITY,0.11265001,234024992,0.14684,0.229,1.825
SSD,Simpson Manufacturing,Industrials,S&P 400 (MidCap),7985045504,194.83,47563847.900000006,NYQ,EQUITY,0.15645,446386496,0.18722,0.063,3.288
STRL,Sterling Infrastructure,Industrials,S&P 400 (MidCap),16791567360,548.95,480913137.00000006,NMS,EQUITY,0.12549,349384384,0.40005,0.901,1.107
THC,Tenet Health,Health Care,S&P 400 (MidCap),21481664512,266.79,243790034.1,NYQ,EQUITY,0.102740005,2247875072,0.37337002,0.068,1.406
TOST,"Toast, Inc.",Financials,S&P 400 (MidCap),19686680576,34.06,381356196.0,NYQ,EQUITY,0.07143,480500000,0.25162,0.231,2.4
TREX,Trex,Industrials,S&P 400 (MidCap),5146103808,49.53,125300994.0,NYQ,EQUITY,0.14682999,69669128,0.17740999,0.078,1.061
TRU,TransUnion,Industrials,S&P 400 (MidCap),15220704256,79.44,143515509.6,NYQ,EQUITY,0.15077,808625024,0.15626,0.149,1.9
TTC,Toro,Industrials,S&P 400 (MidCap),9324875776,97.92,48960000.0,NYQ,EQUITY,0.07294,670537472,0.23889999,0.081,1.556
TWLO,Twilio,Information Technology,S&P 400 (MidCap),37874720768,246.62,793665085.4,NYQ,EQUITY,0.20615,954675392,0.13497,0.22,4.621
ULS,UL Solutions,Industrials,S&P 400 (MidCap),15455859712,76.68,105924985.2,NYQ,EQUITY,0.16083999,420500000,0.38712,0.052,1.425
USFD,US Foods,Consumer Staples,S&P 400 (MidCap),23999729664,110.94,298201173.0,NYQ,EQUITY,0.01814,805124992,0.16350001,0.045,1.137
VICR,Vicor Corporation,Industrials,S&P 400 (MidCap),10425654272,226.12,152601604.4,NMS,EQUITY,0.30645,339500,0.20131999,0.493,13.249
VMI,Valmont Industries,Industrials,S&P 400 (MidCap),9569183744,492.91,91518599.7,NYQ,EQUITY,0.116960004,142812496,0.29777,0.065,2.354
WCC,WESCO International,Industrials,S&P 400 (MidCap),17767999488,364.6,231251196.0,NYQ,EQUITY,0.02839,177050000,0.14308,0.13,2.091
WEX,WEX Inc.,Financials,S&P 400 (MidCap),6477551104,190.06,125093690.8,NYQ,EQUITY,0.12560001,1331299968,0.3019,0.142,1.045
WMS,Advanced Drainage Systems,Industrials,S&P 400 (MidCap),10596712448,140.53,111059453.7,NYQ,EQUITY,0.14001,327261376,0.26354,0.206,2.119
WSO,Watsco,Industrials,S&P 400 (MidCap),12763840512,309.41,182196078.5,NYQ,EQUITY,0.06531,483663744,0.16744,0.021,3.199
WTS,Watts Water Technologies,Industrials,S&P 400 (MidCap),12898208768,386.37,86685973.2,NYQ,EQUITY,0.14336,228787504,0.18805,0.186,2.66
WWD,"Woodward, Inc.",Industrials,S&P 400 (MidCap),21415919616,362.7,283751091.0,NMS,EQUITY,0.13169,187228624,0.22339001,0.212,1.645
XPO,"XPO, Inc.",Industrials,S&P 400 (MidCap),24464046080,208.94,212051116.6,NYQ,EQUITY,0.047119997,473750016,0.21587,0.132,1.011
YETI,Yeti Holdings,Consumer Discretionary,S&P 400 (MidCap),3851553024,50.84,67666514.80000001,NYQ,EQUITY,0.09236,129085128,0.25320998,0.085,1.751
AAMI,Acadian Asset Management Inc.,Financials,S&P 600 (SmallCap),3271834880,92.19,39130045.5,NYQ,EQUITY,0.15168001,234587504,1.0676999,0.453,1.048
ACAD,Acadia Pharmaceuticals,Health Care,S&P 600 (SmallCap),5042896384,29.45,63334581.0,NMS,EQUITY,0.33416,68647000,0.35743,0.164,3.388
ACIW,ACI Worldwide,Information Technology,S&P 600 (SmallCap),5325388800,52.75,70314167.5,NMS,EQUITY,0.124,260535632,0.15617,0.073,1.582
ADEA,"Adeia, Inc.",Information Technology,S&P 600 (SmallCap),3099975168,28.11,33723819.99,NMS,EQUITY,0.26053,195100624,0.27878,0.121,3.247
ADMA,"ADMA Biologics, Inc.",Health Care,S&P 600 (SmallCap),2190569984,9.78,26790843.0,NGM,EQUITY,0.32981998,54755376,0.41897,0.159,6.972
AEO,American Eagle Outfitters,Consumer Discretionary,S&P 600 (SmallCap),2721390848,16.24,70646760.8,NYQ,EQUITY,0.0496,144004128,0.17569,0.097,1.545
AGX,"Argan, Inc.",Industrials,S&P 600 (SmallCap),8020410880,572.1,152012691.0,NYQ,EQUITY,0.1548,416462240,0.38521,0.502,1.53
AGYS,"Agilysys, Inc.",Information Technology,S&P 600 (SmallCap),3027891200,107.35,29468648.5,NMS,EQUITY,0.12986,57453376,0.13802,0.143,1.741
ALHC,"Alignment Healthcare, Inc.",Health Care,S&P 600 (SmallCap),2804523264,13.52,106130783.2,NMS,EQUITY,0.00889,188581872,0.20044,0.316,1.698
ALRM,"Alarm.Com, Inc.",Financials,S&P 600 (SmallCap),2722543872,55.46,21713144.6,NMS,EQUITY,0.11112001,100146624,0.13311,0.092,4.96
APAM,"Artisan Partners Asset Management, Inc.",Financials,S&P 600 (SmallCap),2966230784,41.78,37190884.8,NYQ,EQUITY,0.24084,291218624,0.64552003,0.089,3.007
ASO,Academy Sports + Outdoors,Consumer Discretionary,S&P 600 (SmallCap),3053784832,49.24,46714972.8,NMS,EQUITY,0.0624,88252000,0.18847999,0.067,1.677
ATMU,Atmus Filtration Technologies Inc.,Industrials,S&P 600 (SmallCap),4063457280,49.8,39727452.0,NYQ,EQUITY,0.11323,103862496,0.5579,0.164,2.65
AWI,"Armstrong World Industries, Inc.",Industrials,S&P 600 (SmallCap),7753538048,183.46,85081409.60000001,NYQ,EQUITY,0.18597001,220824992,0.36618,0.112,1.519
AZZ,"AZZ, Inc.",Industrials,S&P 600 (SmallCap),4549196288,151.38,33368693.4,NYQ,EQUITY,0.118310004,104912376,0.15314999,0.063,1.923
BCPC,Balchem Corporation,Materials,S&P 600 (SmallCap),5730392576,179.76,38849731.2,NMS,EQUITY,0.15141,134847504,0.12793,0.112,2.665
BKE,"The Buckle, Inc.",Consumer Discretionary,S&P 600 (SmallCap),2334799616,45.32,17451372.4,NYQ,EQUITY,0.16846001,162151376,0.48981997,0.061,2.042
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,S&P 600 (SmallCap),4867985920,160.74,131678208.0,NYQ,EQUITY,0.103520006,21869500,0.19174999,0.177,2.53
BRC,Brady Corporation,Industrials,S&P 600 (SmallCap),4481369088,95.12,13905592.8,NYQ,EQUITY,0.12927,145758368,0.16695999,0.138,2.01
CARG,CarGurus,Communication Services,S&P 600 (SmallCap),3285030144,36.88,38725475.2,NMS,EQUITY,0.18189,241320752,0.53470004,0.131,1.85
CHEF,"Chefs' Warehouse, Inc.",Consumer Staples,S&P 600 (SmallCap),4531220992,111.07,58402827.4,NMS,EQUITY,0.02094,107143504,0.15252,0.129,2.148
