ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type
BJ,BJ's Wholesale Club,Consumer Staples,S&P 400 (MidCap),11838365696,92.71,128227200.99999999,NYQ,EQUITY
BKH,Black Hills Corporation,Utilities,S&P 400 (MidCap),5578680320,73.16,65756208.0,NYQ,EQUITY
BMRN,BioMarin Pharmaceutical,Health Care,S&P 400 (MidCap),13596620800,70.24,196877803.2,NMS,EQUITY
BRKR,Bruker,Health Care,S&P 400 (MidCap),9030336512,59.27,180359202.70000002,NMS,EQUITY
BROS,Dutch Bros Inc.,Consumer Discretionary,S&P 400 (MidCap),10823247872,51.02,266067769.4,NYQ,EQUITY
BRX,Brixmor Property Group,Real Estate,S&P 400 (MidCap),9123313664,29.73,66372522.300000004,NYQ,EQUITY
BSY,Bentley Systems,Information Technology,S&P 400 (MidCap),10793779200,35.73,102236035.49999999,NMS,EQUITY
BTSG,BrightSpring Health Services,Health Care,S&P 400 (MidCap),11808537600,59.68,232974606.4,NMS,EQUITY
BURL,Burlington Stores,Consumer Discretionary,S&P 400 (MidCap),22218670080,353.63,238233458.4,NYQ,EQUITY
BWA,BorgWarner,Consumer Discretionary,S&P 400 (MidCap),14022427648,68.85,177168951.0,NYQ,EQUITY
BWXT,BWX Technologies,Industrials,S&P 400 (MidCap),15810289664,172.56,157733644.8,NYQ,EQUITY
BYD,Boyd Gaming,Consumer Discretionary,S&P 400 (MidCap),6028946432,82.98,73564259.4,NYQ,EQUITY
CACI,CACI International,Industrials,S&P 400 (MidCap),15029455872,680.08,241659627.20000002,NYQ,EQUITY
CAR,Avis Budget Group,Industrials,S&P 400 (MidCap),4930768384,139.58,61881397.2,NMS,EQUITY
CART,Maplebear Inc.,Consumer Staples,S&P 400 (MidCap),11216178176,48.45,237425833.5,NMS,EQUITY
CAVA,Cava Group,Consumer Discretionary,S&P 400 (MidCap),8114526720,69.47,302000678.7,NYQ,EQUITY
CBSH,Commerce Bancshares,Financials,S&P 400 (MidCap),8564335104,59.71,55159500.9,NMS,EQUITY
CBT,Cabot Corp,Materials,S&P 400 (MidCap),4454928384,86.3,53834803.0,NYQ,EQUITY
CCK,Crown Holdings,Materials,S&P 400 (MidCap),13128481792,120.71,97269325.1,NYQ,EQUITY
CDE,Coeur Mining,Materials,S&P 400 (MidCap),19325175808,18.8,770305184.0,NYQ,EQUITY
CDP,COPT Defense Properties,Real Estate,S&P 400 (MidCap),4283927808,36.98,29354723.999999996,NYQ,EQUITY
CELH,Celsius Holdings,Consumer Staples,S&P 400 (MidCap),6988828160,27.62,445750894.0,NCM,EQUITY
CFR,Frost Bank,Financials,S&P 400 (MidCap),10441616384,168.01,107721291.6,NYQ,EQUITY
CG,Carlyle Group (The),Financials,S&P 400 (MidCap),17200185344,48.27,241868902.50000003,NMS,EQUITY
CGNX,Cognex,Information Technology,S&P 400 (MidCap),10206140416,60.67,170897076.1,NMS,EQUITY
CHDN,Churchill Downs Inc.,Consumer Discretionary,S&P 400 (MidCap),6170562048,88.53,122103231.9,NMS,EQUITY
CHE,Chemed Corp.,Health Care,S&P 400 (MidCap),7071110656,541.02,91161870.0,NYQ,EQUITY
CHH,Choice Hotels,Consumer Discretionary,S&P 400 (MidCap),4750210048,105.54,63858032.400000006,NYQ,EQUITY
CHRD,Chord Energy,Energy,S&P 400 (MidCap),7525333504,137.58,117981729.00000001,NMS,EQUITY
CHWY,Chewy,Consumer Discretionary,S&P 400 (MidCap),9150630912,22.35,148532512.5,NYQ,EQUITY
CLF,Cleveland-Cliffs,Materials,S&P 400 (MidCap),6989115392,12.25,209130897.5,NYQ,EQUITY
CLH,Clean Harbors,Industrials,S&P 400 (MidCap),16715081728,316.65,135143053.5,NYQ,EQUITY
CMC,Commercial Metals,Materials,S&P 400 (MidCap),8002564096,72.34,78114178.8,NYQ,EQUITY
CNH,CNH Industrial,Industrials,S&P 400 (MidCap),17255542784,10.73,185442727.20000002,NYQ,EQUITY
CNM,Core & Main,Industrials,S&P 400 (MidCap),8914454528,46.06,85610800.8,NYQ,EQUITY
CNO,CNO Financial Group,Financials,S&P 400 (MidCap),5022059520,54.28,39471873.2,NYQ,EQUITY
CNX,CNX Resources,Energy,S&P 400 (MidCap),5287505408,35.74,55979204.6,NYQ,EQUITY
COKE,Coca-Cola Consolidated,Consumer Staples,S&P 400 (MidCap),12565342208,188.77,103043879.9,NMS,EQUITY
COLB,Columbia Banking System,Financials,S&P 400 (MidCap),9120847872,32.25,84901995.0,NMS,EQUITY
COLM,Columbia Sportswear,Consumer Discretionary,S&P 400 (MidCap),2882176768,56.3,48648830.0,NMS,EQUITY
CR,Crane,Industrials,S&P 400 (MidCap),12885433344,222.93,87970407.3,NYQ,EQUITY
CRBG,Corebridge Financial,Financials,S&P 400 (MidCap),15058194432,33.78,208552990.8,NYQ,EQUITY
CROX,Crocs,Consumer Discretionary,S&P 400 (MidCap),6262106624,130.61,160497486.3,NMS,EQUITY
CRS,Carpenter Technology,Industrials,S&P 400 (MidCap),26265802752,528.64,388481676.8,NYQ,EQUITY
CRUS,Cirrus Logic,Information Technology,S&P 400 (MidCap),6108829184,121.89,111387957.6,NMS,EQUITY
CSL,Carlisle Companies,Industrials,S&P 400 (MidCap),15195023360,382.61,161266288.9,NYQ,EQUITY
CTRE,CareTrust REIT,Real Estate,S&P 400 (MidCap),9253241856,39.16,81488044.0,NYQ,EQUITY
CUBE,CubeSmart,Real Estate,S&P 400 (MidCap),9345250304,41.22,92153080.8,NYQ,EQUITY
CUZ,Cousins Properties,Real Estate,S&P 400 (MidCap),4854114816,29.49,56618440.8,NYQ,EQUITY
CVLT,CommVault Systems,Information Technology,S&P 400 (MidCap),5874352640,141.74,91895711.60000001,NMS,EQUITY
CW,Curtiss-Wright,Industrials,S&P 400 (MidCap),26729826304,723.71,202732882.3,NYQ,EQUITY
CXT,Crane NXT,Information Technology,S&P 400 (MidCap),2992036608,51.98,34045860.4,NYQ,EQUITY
CYTK,Cytokinetics,Health Care,S&P 400 (MidCap),10515731456,75.64,164348322.8,NMS,EQUITY
DAR,Darling Ingredients,Consumer Staples,S&P 400 (MidCap),10009439232,63.43,148917148.2,NYQ,EQUITY
DBX,Dropbox,Information Technology,S&P 400 (MidCap),7312595456,33.63,171480042.60000002,NMS,EQUITY
DCI,Donaldson Company,Industrials,S&P 400 (MidCap),11158757376,96.27,61581993.599999994,NYQ,EQUITY
DINO,HF Sinclair,Energy,S&P 400 (MidCap),15632534528,87.93,259296777.00000003,NYQ,EQUITY
DKS,Dick's Sporting Goods,Consumer Discretionary,S&P 400 (MidCap),18138585088,202.66,312732752.4,NYQ,EQUITY
DLB,Dolby,Information Technology,S&P 400 (MidCap),5750327296,61.39,64159916.8,NYQ,EQUITY
DOCN,DigitalOcean,Information Technology,S&P 400 (MidCap),15592032256,133.37,488781044.5,NYQ,EQUITY
DOCS,Doximity,Health Care,S&P 400 (MidCap),4454367232,24.99,311892443.09999996,NYQ,EQUITY
DOCU,Docusign,Information Technology,S&P 400 (MidCap),11093881856,58.1,161743428.0,NMS,EQUITY
DT,Dynatrace,Information Technology,S&P 400 (MidCap),14322945024,49.56,336733437.6,NYQ,EQUITY
DTM,DT Midstream,Energy,S&P 400 (MidCap),13886321664,136.12,146096234.8,NYQ,EQUITY
DUOL,Duolingo,Consumer Discretionary,S&P 400 (MidCap),6298835456,134.63,204741265.1,NMS,EQUITY
DY,Dycom Industries,Industrials,S&P 400 (MidCap),12312729600,410.17,177008863.5,NYQ,EQUITY
EEFT,Euronet Worldwide,Financials,S&P 400 (MidCap),2710566144,71.19,59722714.8,NMS,EQUITY
EGP,EastGroup Properties,Real Estate,S&P 400 (MidCap),10940180480,203.45,106996389.5,NYQ,EQUITY
EHC,Encompass Health,Health Care,S&P 400 (MidCap),12314902528,124.83,142175128.5,NYQ,EQUITY
ELAN,Elanco,Health Care,S&P 400 (MidCap),11056630784,22.13,265946168.5,NYQ,EQUITY
ELF,e.l.f. Beauty,Consumer Staples,S&P 400 (MidCap),5465320960,92.62,296405302.6,NYQ,EQUITY
ELS,Equity Lifestyle Properties,Real Estate,S&P 400 (MidCap),12818555904,63.97,84842771.3,NYQ,EQUITY
ENS,EnerSys,Industrials,S&P 400 (MidCap),6807088128,186.72,82143729.6,NYQ,EQUITY
ENSG,Ensign Group,Health Care,S&P 400 (MidCap),10585254912,181.62,61492899.6,NMS,EQUITY
ENTG,Entegris,Information Technology,S&P 400 (MidCap),24532484096,161.08,445297606.00000006,NMS,EQUITY
EPR,EPR Properties,Real Estate,S&P 400 (MidCap),4704553984,61.41,52609332.9,NYQ,EQUITY
EQH,Equitable Holdings,Financials,S&P 400 (MidCap),14148361216,51.87,199194804.89999998,NYQ,EQUITY
ESAB,ESAB,Industrials,S&P 400 (MidCap),5349539840,86.05,57064918.0,NYQ,EQUITY
ESNT,Essent Group Ltd.,Financials,S&P 400 (MidCap),6136733184,68.28,39678190.8,NYQ,EQUITY
EVR,Evercore,Financials,S&P 400 (MidCap),11535410176,299.95,168115976.0,NYQ,EQUITY
EWBC,East West Bancorp,Financials,S&P 400 (MidCap),18503450624,135.05,75888646.5,NMS,EQUITY
EXEL,Exelixis,Health Care,S&P 400 (MidCap),12483241984,50.38,171460269.20000002,NMS,EQUITY
EXLS,EXL Service,Industrials,S&P 400 (MidCap),5245038080,34.33,90917855.5,NMS,EQUITY
EXP,Eagle Materials,Materials,S&P 400 (MidCap),6471879680,210.98,93689888.6,NYQ,EQUITY
EXPO,"Exponent, Inc.",Industrials,S&P 400 (MidCap),3216017152,67.64,35803204.8,NMS,EQUITY
FAF,First American Financial Corporation,Financials,S&P 400 (MidCap),7381830144,72.3,44697306.0,NYQ,EQUITY
FBIN,Fortune Brands Innovations,Industrials,S&P 400 (MidCap),5833683968,48.87,135283888.79999998,NYQ,EQUITY
FCFS,FirstCash,Financials,S&P 400 (MidCap),9280047104,213.965,82641841.6,NMS,EQUITY
FCN,FTI Consulting,Industrials,S&P 400 (MidCap),4215735296,152.68,78066810.8,NYQ,EQUITY
FFIN,First Financial Bankshares,Financials,S&P 400 (MidCap),5009028096,34.95,22620339.0,NMS,EQUITY
FHI,Federated Hermes,Financials,S&P 400 (MidCap),4703597568,63.0,38590020.0,NYQ,EQUITY
FHN,First Horizon,Financials,S&P 400 (MidCap),12261352448,25.88,154946406.79999998,NYQ,EQUITY
FIVE,Five Below,Consumer Discretionary,S&P 400 (MidCap),13168312320,238.145,207802945.55,NMS,EQUITY
FLG,Flagstar Bank,Financials,S&P 400 (MidCap),5898469376,14.21,56561910.300000004,NYQ,EQUITY
FLR,Fluor,Industrials,S&P 400 (MidCap),6958547456,52.03,179740756.8,NYQ,EQUITY
FLS,Flowserve,Industrials,S&P 400 (MidCap),10345977856,80.95,147877031.5,NYQ,EQUITY
FN,Fabrinet,Information Technology,S&P 400 (MidCap),20490311680,571.88,442492150.0,NYQ,EQUITY
FNB,FNB Corporation,Financials,S&P 400 (MidCap),6859425280,19.27,71697310.89999999,NYQ,EQUITY
FND,Floor & Decor,Consumer Discretionary,S&P 400 (MidCap),6318049792,59.33,180235047.2,NYQ,EQUITY
FNF,Fidelity National Financial,Financials,S&P 400 (MidCap),12784751616,47.67,75915428.4,NYQ,EQUITY
FOUR,Shift4,Financials,S&P 400 (MidCap),3467928320,43.92,92882455.2,NYQ,EQUITY
FR,First Industrial Realty Trust,Real Estate,S&P 400 (MidCap),8678622208,63.34,55768969.800000004,NYQ,EQUITY
FTI,TechnipFMC,Energy,S&P 400 (MidCap),29518211072,75.27,283963602.0,NYQ,EQUITY
G,Genpact,Industrials,S&P 400 (MidCap),5704768000,33.95,80393260.5,NYQ,EQUITY
GAP,Gap Inc.,Consumer Discretionary,S&P 400 (MidCap),7289573376,20.25,107033805.0,NYQ,EQUITY
GATX,GATX,Industrials,S&P 400 (MidCap),6337610240,179.51,40357438.199999996,NYQ,EQUITY
GBCI,Glacier Bancorp,Financials,S&P 400 (MidCap),6403337216,49.18,51868178.8,NYQ,EQUITY
GEF,"Greif, Inc.",Materials,S&P 400 (MidCap),5003774976,88.02,28296669.599999998,NYQ,EQUITY
GGG,Graco Inc.,Industrials,S&P 400 (MidCap),13359570944,82.49,108722644.89999999,NYQ,EQUITY
GHC,Graham Holdings,Consumer Discretionary,S&P 400 (MidCap),5028468736,1187.38,30385054.200000003,NYQ,EQUITY
GLPI,Gaming and Leisure Properties,Real Estate,S&P 400 (MidCap),12908470272,43.1,101710828.0,NMS,EQUITY
GME,GameStop,Consumer Discretionary,S&P 400 (MidCap),8318736384,18.54,179731395.0,NYQ,EQUITY
GMED,Globus Medical,Health Care,S&P 400 (MidCap),11502218240,85.67,145704965.9,NYQ,EQUITY
GNTX,Gentex,Consumer Discretionary,S&P 400 (MidCap),4983072768,23.4,48757644.0,NMS,EQUITY
GPK,Graphic Packaging,Materials,S&P 400 (MidCap),3458923520,11.69,60479150.199999996,NYQ,EQUITY
GWRE,Guidewire Software,Information Technology,S&P 400 (MidCap),14410012672,173.08,189131439.20000002,NYQ,EQUITY
GXO,GXO Logistics,Industrials,S&P 400 (MidCap),5520031232,47.98,108213612.19999999,NYQ,EQUITY
H,Hyatt,Consumer Discretionary,S&P 400 (MidCap),16809006080,178.37,195643350.8,NYQ,EQUITY
HAE,Haemonetics,Health Care,S&P 400 (MidCap),4155700480,91.34,81179338.4,NYQ,EQUITY
HALO,Halozyme,Health Care,S&P 400 (MidCap),11552961536,101.79,302646099.6,NMS,EQUITY
HGV,Hilton Grand Vacations,Consumer Discretionary,S&P 400 (MidCap),3490591232,44.91,63355435.199999996,NYQ,EQUITY
HIMS,Hims & Hers Health,Health Care,S&P 400 (MidCap),6992402432,29.97,416017466.09999996,NYQ,EQUITY
HL,Hecla Mining,Materials,S&P 400 (MidCap),12139894784,18.1,651814485.0,NYQ,EQUITY
HLI,Houlihan Lokey,Financials,S&P 400 (MidCap),8625391616,123.42,153483877.8,NYQ,EQUITY
HLNE,Hamilton Lane,Financials,S&P 400 (MidCap),6922709504,103.29,88904801.7,NMS,EQUITY
HOG,Harley-Davidson,Consumer Discretionary,S&P 400 (MidCap),2702762752,25.97,46009750.5,NYQ,EQUITY
HOMB,Home BancShares,Financials,S&P 400 (MidCap),6225544704,31.12,42434609.6,NYQ,EQUITY
HQY,HealthEquity,Health Care,S&P 400 (MidCap),8844112896,105.5,65097720.0,NMS,EQUITY
HR,Healthcare Realty Trust,Real Estate,S&P 400 (MidCap),6737945600,19.21,77452030.60000001,NYQ,EQUITY
HRB,H&R Block,Consumer Discretionary,S&P 400 (MidCap),6867868160,54.18,173306649.6,NYQ,EQUITY
HWC,Hancock Whitney,Financials,S&P 400 (MidCap),6340830208,79.04,56631369.6,NMS,EQUITY
HXL,Hexcel,Industrials,S&P 400 (MidCap),7737035776,102.31,99830005.60000001,NYQ,EQUITY
IBOC,Intl Bancshares Corp,Financials,S&P 400 (MidCap),4521944576,72.71,25500124.099999998,NMS,EQUITY
IDA,Idacorp,Utilities,S&P 400 (MidCap),8210677760,141.95,66531964.99999999,NYQ,EQUITY
IDCC,InterDigital,Information Technology,S&P 400 (MidCap),9069004800,351.43,101011524.9,NMS,EQUITY
IESC,IES Holdings,Industrials,S&P 400 (MidCap),15268632576,766.33,169190337.4,NGM,EQUITY
ILMN,"Illumina, Inc.",Health Care,S&P 400 (MidCap),29129410560,192.91,477633585.4,NMS,EQUITY
INGR,Ingredion,Consumer Staples,S&P 400 (MidCap),6542887936,103.75,83073662.5,NYQ,EQUITY
IPGP,IPG Photonics,Information Technology,S&P 400 (MidCap),3705752064,87.31,40405321.800000004,NMS,EQUITY
IRT,Independence Realty Trust,Real Estate,S&P 400 (MidCap),4057409792,16.79,63148533.199999996,NYQ,EQUITY
ITT,ITT Inc.,Industrials,S&P 400 (MidCap),19453016064,216.53,250364977.8,NYQ,EQUITY
JAZZ,Jazz Pharmaceuticals,Health Care,S&P 400 (MidCap),16160159744,248.945,246923566.6,NMS,EQUITY
JEF,Jefferies,Financials,S&P 400 (MidCap),11149948928,54.82,107620431.2,NYQ,EQUITY
JLL,Jones Lang LaSalle,Real Estate,S&P 400 (MidCap),16688834560,362.74,124601190.0,NYQ,EQUITY
KBH,KB Home,Consumer Discretionary,S&P 400 (MidCap),3421082880,55.8,51794676.0,NYQ,EQUITY
KBR,"KBR, Inc.",Industrials,S&P 400 (MidCap),4803181056,38.1,69996939.0,NYQ,EQUITY
KD,Kyndryl,Information Technology,S&P 400 (MidCap),2849062656,13.08,61394119.2,NYQ,EQUITY
KEX,Kirby Corporation,Industrials,S&P 400 (MidCap),7177103360,135.93,81791799.60000001,NYQ,EQUITY
KNF,Knife River Corporation,Materials,S&P 400 (MidCap),3826344960,67.42,74524045.4,NYQ,EQUITY
KNSL,Kinsale Capital Group,Financials,S&P 400 (MidCap),8508196864,373.52,101716966.39999999,NYQ,EQUITY
KNX,Knight-Swift,Industrials,S&P 400 (MidCap),11606129664,71.31,249918730.8,NYQ,EQUITY
KRC,Kilroy Realty Corp,Real Estate,S&P 400 (MidCap),4256118272,36.24,39836820.0,NYQ,EQUITY
KRG,Kite Realty Group Trust,Real Estate,S&P 400 (MidCap),5470273536,26.31,90259875.3,NYQ,EQUITY
KRYS,Krystal Biotech,Health Care,S&P 400 (MidCap),9852268544,332.86,121480585.60000001,NMS,EQUITY
KTOS,Kratos Defense & Security Solutions,Industrials,S&P 400 (MidCap),11967524864,63.82,290469071.6,NMS,EQUITY
LAD,Lithia Motors,Consumer Discretionary,S&P 400 (MidCap),8321708544,378.55,130550538.5,NYQ,EQUITY
LAMR,Lamar Advertising Company,Real Estate,S&P 400 (MidCap),15645759488,154.07,125801236.39999999,NMS,EQUITY
LEA,Lear,Consumer Discretionary,S&P 400 (MidCap),8070858752,121.23,114575685.3,NYQ,EQUITY
LECO,Lincoln Electric,Industrials,S&P 400 (MidCap),15641517056,286.97,132666231.00000001,NMS,EQUITY
LFUS,Littelfuse,Information Technology,S&P 400 (MidCap),11658279936,459.01,126048736.1,NMS,EQUITY
LIVN,LivaNova,Health Care,S&P 400 (MidCap),4450453504,80.78,70856984.8,NMS,EQUITY
LNTH,Lantheus Holdings,Health Care,S&P 400 (MidCap),6574885888,100.73,293422460.8,NGM,EQUITY
LOPE,Grand Canyon Education,Consumer Discretionary,S&P 400 (MidCap),3702798848,142.06,46098470.0,NMS,EQUITY
LPX,Louisiana-Pacific,Industrials,S&P 400 (MidCap),5150558720,73.66,104659811.0,NYQ,EQUITY
LSCC,Lattice Semiconductor,Information Technology,S&P 400 (MidCap),18323920896,129.27,280850709.3,NMS,EQUITY
LSTR,Landstar System,Industrials,S&P 400 (MidCap),6307177472,185.85,116438742.0,NMS,EQUITY
M,Macy's,Consumer Discretionary,S&P 400 (MidCap),6257673216,23.79,106295385.3,NYQ,EQUITY
MANH,Manhattan Associates,Information Technology,S&P 400 (MidCap),11231287296,192.63,188243814.9,NMS,EQUITY
MAT,Mattel,Consumer Discretionary,S&P 400 (MidCap),4185504768,14.65,60302623.0,NMS,EQUITY
MEDP,Medpace,Health Care,S&P 400 (MidCap),16662700032,596.98,136851695.20000002,NMS,EQUITY
MIDD,Middleby,Industrials,S&P 400 (MidCap),5378264064,118.95,72934192.5,NMS,EQUITY
MKSI,MKS Instruments,Information Technology,S&P 400 (MidCap),20747094016,306.83,549713559.6999999,NMS,EQUITY
MLI,Mueller Industries,Industrials,S&P 400 (MidCap),15102265344,68.28,73027508.4,NYQ,EQUITY
MMS,Maximus Inc.,Industrials,S&P 400 (MidCap),2850356480,54.44,42841558.0,NYQ,EQUITY
MOG-A,Moog Inc.,Industrials,S&P 400 (MidCap),13581230080,428.82,140777317.8,NYQ,EQUITY
MOH,Molina Healthcare,Health Care,S&P 400 (MidCap),10756331520,206.06,125603873.0,NYQ,EQUITY
MORN,"Morningstar, Inc.",Financials,S&P 400 (MidCap),7409305600,197.51,73764059.7,NMS,EQUITY
MP,MP Materials,Materials,S&P 400 (MidCap),9637076992,54.11,442107919.4,NYQ,EQUITY
MSA,MSA Safety,Industrials,S&P 400 (MidCap),7408573952,192.04,73295906.8,NYQ,EQUITY
MSM,MSC Industrial Direct,Industrials,S&P 400 (MidCap),6670281728,119.44,73412601.6,NYQ,EQUITY
MTDR,Matador Resources,Energy,S&P 400 (MidCap),6498333696,52.51,116035022.7,NYQ,EQUITY
MTG,MGIC Investment Corporation,Financials,S&P 400 (MidCap),6285024768,30.64,52809878.4,NYQ,EQUITY
MTN,Vail Resorts,Consumer Discretionary,S&P 400 (MidCap),5286590464,148.36,68870195.60000001,NYQ,EQUITY
MTSI,MACOM Technology Solutions,Information Technology,S&P 400 (MidCap),23732264960,310.75,521867335.0,NMS,EQUITY
MTZ,MasTec,Industrials,S&P 400 (MidCap),22574522368,281.11,527255538.20000005,NYQ,EQUITY
MUR,Murphy Oil,Energy,S&P 400 (MidCap),5055618048,35.26,71106373.8,NYQ,EQUITY
MUSA,Murphy USA,Consumer Discretionary,S&P 400 (MidCap),10052763648,546.93,188843990.39999998,NYQ,EQUITY
MZTI,The Marzetti Company,Consumer Staples,S&P 400 (MidCap),3178253824,115.9,34497635.0,NMS,EQUITY
NBIX,Neurocrine Biosciences,Health Care,S&P 400 (MidCap),15907081216,156.49,265012685.20000002,NMS,EQUITY
NEU,NewMarket Corporation,Materials,S&P 400 (MidCap),8593213440,934.41,137694657.6,NYQ,EQUITY
NFG,National Fuel Gas,Utilities,S&P 400 (MidCap),7767085568,81.72,62823884.4,NYQ,EQUITY
NJR,New Jersey Resources,Utilities,S&P 400 (MidCap),5587018752,55.36,44454080.0,NYQ,EQUITY
NLY,Annaly Capital Management,Financials,S&P 400 (MidCap),17418340352,23.11,181628654.1,NYQ,EQUITY
NNN,NNN Reit,Real Estate,S&P 400 (MidCap),8792377344,45.81,65869282.800000004,NYQ,EQUITY
NOV,NOV Inc.,Energy,S&P 400 (MidCap),7453957120,20.91,66028970.7,NYQ,EQUITY
NOVT,Novanta,Information Technology,S&P 400 (MidCap),6317079552,167.04,83979360.0,NMS,EQUITY
NTNX,Nutanix,Information Technology,S&P 400 (MidCap),17476220928,64.65,151870608.0,NMS,EQUITY
NVST,Envista Holdings,Health Care,S&P 400 (MidCap),4611334144,28.71,106980350.4,NYQ,EQUITY
NVT,nVent Electric plc,Industrials,S&P 400 (MidCap),27703605248,171.16,416945760.0,NYQ,EQUITY
NWE,NorthWestern Energy,Utilities,S&P 400 (MidCap),4340699136,70.56,27368812.8,NMS,EQUITY
NXST,Nexstar Media Group,Communication Services,S&P 400 (MidCap),5703848448,185.14,68251861.0,NMS,EQUITY
NXT,Nextpower,Industrials,S&P 400 (MidCap),15927687168,103.67,329887270.3,NMS,EQUITY
NYT,New York Times Company,Communication Services,S&P 400 (MidCap),10314085376,63.95,200538247.0,NYQ,EQUITY
OC,Owens Corning,Industrials,S&P 400 (MidCap),12324480000,155.91,148056813.29999998,NYQ,EQUITY
OGE,OGE Energy,Utilities,S&P 400 (MidCap),9678955520,46.9,68102083.0,NYQ,EQUITY
OGS,One Gas,Utilities,S&P 400 (MidCap),5052386816,80.38,43811119.0,NYQ,EQUITY
OHI,Omega Healthcare Investors,Real Estate,S&P 400 (MidCap),14467180544,45.87,88477266.89999999,NYQ,EQUITY
OKTA,"Okta, Inc.",Information Technology,S&P 400 (MidCap),25828532224,147.3,362796954.0,NMS,EQUITY
OLED,Universal Display,Information Technology,S&P 400 (MidCap),4229408768,92.01,78729276.60000001,NMS,EQUITY
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,S&P 400 (MidCap),4730469888,78.25,97013567.5,NGM,EQUITY
OLN,Olin Corporation,Materials,S&P 400 (MidCap),2133752064,18.72,73765598.39999999,NYQ,EQUITY
ONB,Old National Bank,Financials,S&P 400 (MidCap),10359995392,27.08,100235807.6,NMS,EQUITY
ONTO,Onto Innovation,Information Technology,S&P 400 (MidCap),20619991040,337.35,455449488.00000006,NYQ,EQUITY
OPCH,Option Care Health,Health Care,S&P 400 (MidCap),3570880256,23.84,68831801.6,NMS,EQUITY
ORA,Ormat Technologies,Utilities,S&P 400 (MidCap),6973753344,113.4,113509998.0,NYQ,EQUITY
ORI,Old Republic International,Financials,S&P 400 (MidCap),10253657088,42.47,50342239.199999996,NYQ,EQUITY
OSK,Oshkosh,Industrials,S&P 400 (MidCap),9705605120,155.66,127376578.0,NYQ,EQUITY
OVV,Ovintiv,Energy,S&P 400 (MidCap),17481119744,63.2,195969296.0,NYQ,EQUITY
OZK,Bank OZK,Financials,S&P 400 (MidCap),5685221376,52.14,43537421.4,NMS,EQUITY
P,Everpure,Information Technology,S&P 400 (MidCap),37029908480,111.4,352392734.0,NYQ,EQUITY
PAG,Penske Automotive Group,Consumer Discretionary,S&P 400 (MidCap),14314506240,218.0,91023720.0,NYQ,EQUITY
PATH,UiPath,Information Technology,S&P 400 (MidCap),7906515456,15.26,955145069.1999999,NYQ,EQUITY
PB,Prosperity Bancshares,Financials,S&P 400 (MidCap),8948362240,74.46,70386293.39999999,NYQ,EQUITY
PBF,PBF Energy,Energy,S&P 400 (MidCap),8337881600,70.34,269560465.0,NYQ,EQUITY
PCTY,Paylocity,Industrials,S&P 400 (MidCap),7728807936,145.67,146529453.0,NMS,EQUITY
PEGA,Pegasystems,Information Technology,S&P 400 (MidCap),5154095104,31.35,56542546.5,NMS,EQUITY
PEN,"Penumbra, Inc.",Health Care,S&P 400 (MidCap),12863797248,326.58,91292173.2,NYQ,EQUITY
PFGC,Performance Food Group,Consumer Staples,S&P 400 (MidCap),16873022464,107.41,203473207.6,NYQ,EQUITY
PII,Polaris,Consumer Discretionary,S&P 400 (MidCap),3899029248,68.52,51877177.199999996,NYQ,EQUITY
PINS,Pinterest,Communication Services,S&P 400 (MidCap),12827601920,22.9,314793476.0,NYQ,EQUITY
PK,Park Hotels & Resorts,Real Estate,S&P 400 (MidCap),2989874432,14.85,66007507.5,NYQ,EQUITY
PLNT,Planet Fitness,Consumer Discretionary,S&P 400 (MidCap),3660483328,48.26,117700348.8,NYQ,EQUITY
PNFP,Pinnacle Financial Partners,Financials,S&P 400 (MidCap),16143364096,106.83,105055553.7,NYQ,EQUITY
POR,Portland General Electric,Utilities,S&P 400 (MidCap),5739257856,48.8,54870232.0,NYQ,EQUITY
POST,Post Holdings,Consumer Staples,S&P 400 (MidCap),3652093952,80.58,102682288.2,NYQ,EQUITY
PPC,Pilgrim's Pride,Consumer Staples,S&P 400 (MidCap),6395595264,26.86,42338612.199999996,NMS,EQUITY
PR,Permian Resources,Energy,S&P 400 (MidCap),17965598720,21.45,192432454.5,NYQ,EQUITY
PRI,Primerica,Financials,S&P 400 (MidCap),9566831616,310.84,62093398.4,NYQ,EQUITY
PSN,Parsons Corporation,Industrials,S&P 400 (MidCap),5156563968,48.28,96034713.60000001,NYQ,EQUITY
PVH,PVH Corp.,Consumer Discretionary,S&P 400 (MidCap),3761959168,81.59,73668426.9,NYQ,EQUITY
QLYS,Qualys,Information Technology,S&P 400 (MidCap),6590862848,187.15,177786885.5,NMS,EQUITY
R,Ryder,Industrials,S&P 400 (MidCap),10083692544,262.96,74507086.39999999,NYQ,EQUITY
RBA,RB Global,Industrials,S&P 400 (MidCap),16107497472,86.46,195057218.39999998,NYQ,EQUITY
RBC,RBC Bearings,Industrials,S&P 400 (MidCap),17591459840,555.65,142879841.0,NYQ,EQUITY
REXR,Rexford Industrial Realty,Real Estate,S&P 400 (MidCap),8320041984,36.39,86843279.4,NYQ,EQUITY
RGA,Reinsurance Group of America,Financials,S&P 400 (MidCap),16069433344,246.08,90710009.60000001,NYQ,EQUITY
RGEN,Repligen,Health Care,S&P 400 (MidCap),9351382016,165.7,168662716.0,NMS,EQUITY
